site_key,name,country,category,inscription_year,unesco_url
church_and_dominican_convent_of_santa_maria_delle_grazie_with_the_last_supper_by_leonardo_da_vinci,Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,ITA,Cultural,1980,https://whc.unesco.org/en/list/93
cilento_and_vallo_di_diano_national_park_with_the_archeological_sites_of_paestum_and_velia_and_the_certosa_di_padula,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",ITA,Cultural,1998,https://whc.unesco.org/en/list/842
city_of_verona,City of Verona,ITA,Cultural,2000,https://whc.unesco.org/en/list/797
etruscan_necropolises_of_cerveteri_and_tarquinia,Etruscan Necropolises of Cerveteri and Tarquinia,ITA,Cultural,2004,https://whc.unesco.org/en/list/1158
crespi_d_adda,Crespi d'Adda,ITA,Cultural,1995,https://whc.unesco.org/en/list/730
historic_centre_of_naples,Historic Centre of Naples,ITA,Cultural,1995,https://whc.unesco.org/en/list/726
historic_centre_of_san_gimignano,Historic Centre of San Gimignano,ITA,Cultural,1990,https://whc.unesco.org/en/list/550
genoa_i_le_strade_nuove_i_and_the_system_of_the_i_palazzi_dei_rolli_i,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,ITA,Cultural,2006,https://whc.unesco.org/en/list/1211
isole_eolie_aeolian_islands,Isole Eolie (Aeolian Islands),ITA,Natural,2000,https://whc.unesco.org/en/list/908
ivrea_industrial_city_of_the_20th_century,"Ivrea, industrial city of the 20th century",ITA,Cultural,2018,https://whc.unesco.org/en/list/1538
mantua_and_sabbioneta,Mantua and Sabbioneta,ITA,Cultural,2008,https://whc.unesco.org/en/list/1287
mount_etna,Mount Etna,ITA,Natural,2013,https://whc.unesco.org/en/list/1427
piazza_del_duomo_pisa,"Piazza del Duomo, Pisa",ITA,Cultural,1987,https://whc.unesco.org/en/list/395
portovenere_cinque_terre_and_the_islands_palmaria_tino_and_tinetto,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",ITA,Cultural,1997,https://whc.unesco.org/en/list/826
rock_drawings_in_valcamonica,Rock Drawings in Valcamonica,ITA,Cultural,1979,https://whc.unesco.org/en/list/94
the_i_trulli_i_of_alberobello,The <I>Trulli</I> of Alberobello,ITA,Cultural,1996,https://whc.unesco.org/en/list/787
val_d_orcia,Val d'Orcia,ITA,Cultural,2004,https://whc.unesco.org/en/list/1026
venice_and_its_lagoon,Venice and its Lagoon,ITA,Cultural,1987,https://whc.unesco.org/en/list/394
the_archaeological_ensemble_of_17th_century_port_royal,The Archaeological Ensemble of 17th Century Port Royal,JAM,Cultural,2025,https://whc.unesco.org/en/list/1595
hiroshima_peace_memorial_genbaku_dome,Hiroshima Peace Memorial (Genbaku Dome),JPN,Cultural,1996,https://whc.unesco.org/en/list/775
itsukushima_shinto_shrine,Itsukushima Shinto Shrine,JPN,Cultural,1996,https://whc.unesco.org/en/list/776
historic_monuments_of_ancient_nara,Historic Monuments of Ancient Nara,JPN,Cultural,1998,https://whc.unesco.org/en/list/870
mozu_furuichi_kofun_group_mounded_tombs_of_ancient_japan,Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan,JPN,Cultural,2019,https://whc.unesco.org/en/list/1593
sacred_island_of_okinoshima_and_associated_sites_in_the_munakata_region,Sacred Island of Okinoshima and Associated Sites in the Munakata Region,JPN,Cultural,2017,https://whc.unesco.org/en/list/1535
jomon_prehistoric_sites_in_northern_japan,Jomon Prehistoric Sites in Northern Japan,JPN,Cultural,2021,https://whc.unesco.org/en/list/1632
camino_real_de_tierra_adentro,Camino Real de Tierra Adentro,MEX,Cultural,2010,https://whc.unesco.org/en/list/1351
ogasawara_islands,Ogasawara Islands,JPN,Natural,2011,https://whc.unesco.org/en/list/1362
shirakami_sanchi,Shirakami-Sanchi,JPN,Natural,1993,https://whc.unesco.org/en/list/663
sado_island_gold_mines,Sado Island Gold Mines,JPN,Cultural,2024,https://whc.unesco.org/en/list/1698
shrines_and_temples_of_nikko,Shrines and Temples of Nikko,JPN,Cultural,1999,https://whc.unesco.org/en/list/913
shiretoko,Shiretoko,JPN,Natural,2005,https://whc.unesco.org/en/list/1193
yakushima,Yakushima,JPN,Natural,1993,https://whc.unesco.org/en/list/662
cold_winter_deserts_of_turan,Cold Winter Deserts of Turan,KAZ,Natural,2023,https://whc.unesco.org/en/list/1693
western_tien_shan,Western Tien-Shan,KGZ,Natural,2016,https://whc.unesco.org/en/list/1490
lake_turkana_national_parks,Lake Turkana National Parks,KEN,Natural,1997,https://whc.unesco.org/en/list/801
lamu_old_town,Lamu Old Town,KEN,Cultural,2001,https://whc.unesco.org/en/list/1055
the_historic_town_and_archaeological_site_of_gedi,The Historic Town and Archaeological Site of Gedi,KEN,Cultural,2024,https://whc.unesco.org/en/list/1720
phong_nha_ke_bang_national_park_and_hin_nam_no_national_park,Phong Nha-Ke Bang National Park and Hin Nam No National Park,VNM,Natural,2003,https://whc.unesco.org/en/list/951
sulaiman_too_sacred_mountain,Sulaiman-Too Sacred Mountain,KGZ,Cultural,2009,https://whc.unesco.org/en/list/1230
town_of_luang_prabang,Town of Luang Prabang,LAO,Cultural,1995,https://whc.unesco.org/en/list/479
old_town_of_kuldiga,Old town of Kuldīga,LVA,Cultural,2023,https://whc.unesco.org/en/list/1658
anjar,Anjar,LBN,Cultural,1984,https://whc.unesco.org/en/list/293
baalbek,Baalbek,LBN,Cultural,1984,https://whc.unesco.org/en/list/294
byblos,Byblos,LBN,Cultural,1984,https://whc.unesco.org/en/list/295
archaeological_site_of_cyrene,Archaeological Site of Cyrene,LBY,Cultural,1982,https://whc.unesco.org/en/list/190
ouadi_qadisha_the_holy_valley_and_the_forest_of_the_cedars_of_god_horsh_arz_el_rab,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),LBN,Cultural,1998,https://whc.unesco.org/en/list/850
rock_art_sites_of_tadrart_acacus,Rock-Art Sites of Tadrart Acacus,LBY,Cultural,1985,https://whc.unesco.org/en/list/287
curonian_spit,Curonian Spit,LTU,Cultural,2000,https://whc.unesco.org/en/list/994
vilnius_historic_centre,Vilnius Historic Centre,LTU,Cultural,1994,https://whc.unesco.org/en/list/541
mount_mulanje_cultural_landscape,Mount Mulanje Cultural Landscape,MWI,Cultural,2025,https://whc.unesco.org/en/list/1201
archaeological_heritage_of_the_lenggong_valley,Archaeological Heritage of the Lenggong Valley,MYS,Cultural,2012,https://whc.unesco.org/en/list/1396
tomb_of_askia,Tomb of Askia,MLI,Cultural,2004,https://whc.unesco.org/en/list/1139
megalithic_temples_of_malta,Megalithic Temples of Malta,MLT,Cultural,1980,https://whc.unesco.org/en/list/132
ancient_maya_city_and_protected_tropical_forests_of_calakmul_campeche,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",MEX,Mixed,2002,https://whc.unesco.org/en/list/1061
banc_d_arguin_national_park,Banc d'Arguin National Park,MRT,Natural,1989,https://whc.unesco.org/en/list/506
archaeological_monuments_zone_of_xochicalco,Archaeological Monuments Zone of Xochicalco,MEX,Cultural,1999,https://whc.unesco.org/en/list/939
aqueduct_of_padre_tembleque_hydraulic_system,Aqueduct of Padre Tembleque Hydraulic System,MEX,Cultural,2015,https://whc.unesco.org/en/list/1463
historic_centre_of_morelia,Historic Centre of Morelia,MEX,Cultural,1991,https://whc.unesco.org/en/list/585
historic_fortified_town_of_campeche,Historic Fortified Town of Campeche,MEX,Cultural,1999,https://whc.unesco.org/en/list/895
pre_hispanic_town_of_uxmal,Pre-Hispanic Town of Uxmal,MEX,Cultural,1996,https://whc.unesco.org/en/list/791
whale_sanctuary_of_el_vizcaino,Whale Sanctuary of El Vizcaino,MEX,Natural,1993,https://whc.unesco.org/en/list/554
landscapes_of_dauria,Landscapes of Dauria,MNG,Natural,2017,https://whc.unesco.org/en/list/1448
petroglyphic_complexes_of_the_mongolian_altai,Petroglyphic Complexes of the Mongolian Altai,MNG,Cultural,2011,https://whc.unesco.org/en/list/1382
orkhon_valley_cultural_landscape,Orkhon Valley Cultural Landscape,MNG,Cultural,2004,https://whc.unesco.org/en/list/1081
historic_city_of_meknes,Historic City of Meknes,MAR,Cultural,1996,https://whc.unesco.org/en/list/793
ksar_of_ait_ben_haddou,Ksar of Ait-Ben-Haddou,MAR,Cultural,1987,https://whc.unesco.org/en/list/444
medina_of_tetouan_formerly_known_as_titawin,Medina of Tétouan (formerly known as Titawin),MAR,Cultural,1997,https://whc.unesco.org/en/list/837
portuguese_city_of_mazagan_el_jadida,Portuguese City of Mazagan (El Jadida),MAR,Cultural,2004,https://whc.unesco.org/en/list/1058
twyfelfontein_or_ui_aes,Twyfelfontein or /Ui-//aes,NAM,Cultural,2007,https://whc.unesco.org/en/list/1255
namib_sand_sea,Namib Sand Sea,NAM,Natural,2013,https://whc.unesco.org/en/list/1430
eisinga_planetarium_in_franeker,Eisinga Planetarium in Franeker,NLD,Cultural,2023,https://whc.unesco.org/en/list/1683
te_wahipounamu_south_west_new_zealand,Te Wahipounamu – South West New Zealand,NZL,Natural,1990,https://whc.unesco.org/en/list/551
new_zealand_sub_antarctic_islands,New Zealand Sub-Antarctic Islands,NZL,Natural,1998,https://whc.unesco.org/en/list/877
van_nellefabriek,Van Nellefabriek,NLD,Cultural,2014,https://whc.unesco.org/en/list/1441
ruins_of_leon_viejo,Ruins of León Viejo,NIC,Cultural,2000,https://whc.unesco.org/en/list/613
sukur_cultural_landscape,Sukur Cultural Landscape,NGA,Cultural,1999,https://whc.unesco.org/en/list/938
urnes_stave_church,Urnes Stave Church,NOR,Cultural,1979,https://whc.unesco.org/en/list/58
vegaoyan_the_vega_archipelago,Vegaøyan – The Vega Archipelago,NOR,Cultural,2004,https://whc.unesco.org/en/list/1143
west_norwegian_fjords_geirangerfjord_and_naeroyfjord,West Norwegian Fjords – Geirangerfjord and Nærøyfjord,NOR,Natural,2005,https://whc.unesco.org/en/list/1195
buddhist_ruins_of_takht_i_bahi_and_neighbouring_city_remains_at_sahr_i_bahlol,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,PAK,Cultural,1980,https://whc.unesco.org/en/list/140
rohtas_fort,Rohtas Fort,PAK,Cultural,1997,https://whc.unesco.org/en/list/586
taxila,Taxila,PAK,Cultural,1980,https://whc.unesco.org/en/list/139
historical_monuments_at_makli_thatta,"Historical Monuments at Makli, Thatta",PAK,Cultural,1981,https://whc.unesco.org/en/list/143
fort_and_shalamar_gardens_in_lahore,Fort and Shalamar Gardens in Lahore,PAK,Cultural,1981,https://whc.unesco.org/en/list/171
darien_national_park,Darien National Park,PAN,Natural,1981,https://whc.unesco.org/en/list/159
coiba_national_park_and_its_special_zone_of_marine_protection,Coiba National Park and its Special Zone of Marine Protection,PAN,Natural,2005,https://whc.unesco.org/en/list/1138
jesuit_missions_of_la_santisima_trinidad_de_parana_and_jesus_de_tavarangue,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,PRY,Cultural,1993,https://whc.unesco.org/en/list/648
chan_chan_archaeological_zone,Chan Chan Archaeological Zone,PER,Cultural,1986,https://whc.unesco.org/en/list/366
huascaran_national_park,Huascarán National Park,PER,Natural,1985,https://whc.unesco.org/en/list/333
rio_abiseo_national_park,Río Abiseo National Park,PER,Mixed,1990,https://whc.unesco.org/en/list/548
manu_national_park,Manú National Park,PER,Natural,1987,https://whc.unesco.org/en/list/402
historic_city_of_vigan,Historic City of Vigan,PHL,Cultural,1999,https://whc.unesco.org/en/list/502
rice_terraces_of_the_philippine_cordilleras,Rice Terraces of the Philippine Cordilleras,PHL,Cultural,1995,https://whc.unesco.org/en/list/722
churches_of_peace_in_jawor_and_swidnica,Churches of Peace in Jawor and Świdnica,POL,Cultural,2001,https://whc.unesco.org/en/list/1054
centennial_hall_in_wroclaw,Centennial Hall in Wrocław,POL,Cultural,2006,https://whc.unesco.org/en/list/1165
historic_centre_of_krakow,Historic Centre of Kraków,POL,Cultural,1978,https://whc.unesco.org/en/list/29
historic_centre_of_warsaw,Historic Centre of Warsaw,POL,Cultural,1980,https://whc.unesco.org/en/list/30
tarnowskie_gory_lead_silver_zinc_mine_and_its_underground_water_management_system,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,POL,Cultural,2017,https://whc.unesco.org/en/list/1539
krzemionki_prehistoric_striped_flint_mining_region,Krzemionki Prehistoric Striped Flint Mining Region,POL,Cultural,2019,https://whc.unesco.org/en/list/1599
medieval_town_of_torun,Medieval Town of Toruń,POL,Cultural,1997,https://whc.unesco.org/en/list/835
wooden_churches_of_southern_malopolska,Wooden Churches of Southern Małopolska,POL,Cultural,2003,https://whc.unesco.org/en/list/1053
wieliczka_and_bochnia_royal_salt_mines,Wieliczka and Bochnia Royal Salt Mines,POL,Cultural,1978,https://whc.unesco.org/en/list/32
central_zone_of_the_town_of_angra_do_heroismo_in_the_azores,Central Zone of the Town of Angra do Heroismo in the Azores,PRT,Cultural,1983,https://whc.unesco.org/en/list/206
alto_douro_wine_region,Alto Douro Wine Region,PRT,Cultural,2001,https://whc.unesco.org/en/list/1046
cultural_landscape_of_sintra,Cultural Landscape of Sintra,PRT,Cultural,1995,https://whc.unesco.org/en/list/723
garrison_border_town_of_elvas_and_its_fortifications,Garrison Border Town of Elvas and its Fortifications,PRT,Cultural,2012,https://whc.unesco.org/en/list/1367
historic_centre_of_guimaraes_and_couros_zone,Historic Centre of Guimarães and Couros Zone,PRT,Cultural,2001,https://whc.unesco.org/en/list/1031
laurisilva_of_madeira,Laurisilva of Madeira,PRT,Natural,1999,https://whc.unesco.org/en/list/934
monastery_of_batalha,Monastery of Batalha,PRT,Cultural,1983,https://whc.unesco.org/en/list/264
prehistoric_rock_art_sites_in_the_coa_valley_and_siega_verde,Prehistoric Rock Art Sites in the Côa Valley and Siega Verde,ESP,Cultural,1998,https://whc.unesco.org/en/list/866
al_zubarah_archaeological_site,Al Zubarah Archaeological Site,QAT,Cultural,2013,https://whc.unesco.org/en/list/1402
gyeongju_historic_areas,Gyeongju Historic Areas,KOR,Cultural,2000,https://whc.unesco.org/en/list/976
historic_villages_of_korea_hahoe_and_yangdong,Historic Villages of Korea: Hahoe and Yangdong,KOR,Cultural,2010,https://whc.unesco.org/en/list/1324
haeinsa_temple_janggyeong_panjeon_the_depositories_for_the_i_tripitaka_koreana_i_woodblocks,"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks",KOR,Cultural,1995,https://whc.unesco.org/en/list/737
namhansanseong,Namhansanseong,KOR,Cultural,2014,https://whc.unesco.org/en/list/1439
churches_of_moldavia,Churches of Moldavia,ROU,Cultural,1993,https://whc.unesco.org/en/list/598
dacian_fortresses_of_the_orastie_mountains,Dacian Fortresses of the Orastie Mountains,ROU,Cultural,1999,https://whc.unesco.org/en/list/906
danube_delta,Danube Delta,ROU,Natural,1991,https://whc.unesco.org/en/list/588
frontiers_of_the_roman_empire_dacia,Frontiers of the Roman Empire – Dacia,ROU,Cultural,2024,https://whc.unesco.org/en/list/1718
central_sikhote_alin,Central Sikhote-Alin,RUS,Natural,2001,https://whc.unesco.org/en/list/766
bolgar_historical_and_archaeological_complex,Bolgar Historical and Archaeological Complex,RUS,Cultural,2014,https://whc.unesco.org/en/list/981
astronomical_observatories_of_kazan_federal_university,Astronomical Observatories of Kazan Federal University,RUS,Cultural,2023,https://whc.unesco.org/en/list/1678
ensemble_of_the_novodevichy_convent,Ensemble of the Novodevichy Convent,RUS,Cultural,2004,https://whc.unesco.org/en/list/1097
golden_mountains_of_altai,Golden Mountains of Altai,RUS,Natural,1998,https://whc.unesco.org/en/list/768
historic_monuments_of_novgorod_and_surroundings,Historic Monuments of Novgorod and Surroundings,RUS,Cultural,1992,https://whc.unesco.org/en/list/604
historical_centre_of_the_city_of_yaroslavl,Historical Centre of the City of Yaroslavl,RUS,Cultural,2005,https://whc.unesco.org/en/list/1170
historic_centre_of_saint_petersburg_and_related_groups_of_monuments,Historic Centre of Saint Petersburg and Related Groups of Monuments,RUS,Cultural,1990,https://whc.unesco.org/en/list/540
kremlin_and_red_square_moscow,"Kremlin and Red Square, Moscow",RUS,Cultural,1990,https://whc.unesco.org/en/list/545
lena_pillars_nature_park,Lena Pillars Nature Park,RUS,Natural,2012,https://whc.unesco.org/en/list/1299
natural_system_of_wrangel_island_reserve,Natural System of Wrangel Island Reserve,RUS,Natural,2004,https://whc.unesco.org/en/list/1023
volcanoes_of_kamchatka,Volcanoes of Kamchatka,RUS,Natural,1996,https://whc.unesco.org/en/list/765
putorana_plateau,Putorana Plateau,RUS,Natural,2010,https://whc.unesco.org/en/list/1234
uruq_bani_maarid,‘Uruq Bani Ma’arid,SAU,Natural,2023,https://whc.unesco.org/en/list/1699
san_marino_historic_centre_and_mount_titano,San Marino Historic Centre and Mount Titano,SMR,Cultural,2008,https://whc.unesco.org/en/list/1245
rock_art_in_the_hail_region_of_saudi_arabia,Rock Art in the Hail Region of Saudi Arabia,SAU,Cultural,2015,https://whc.unesco.org/en/list/1472
island_of_saint_louis,Island of Saint-Louis,SEN,Cultural,2000,https://whc.unesco.org/en/list/956
stari_ras_and_sopocani,Stari Ras and Sopoćani,SRB,Cultural,1979,https://whc.unesco.org/en/list/96
bardejov_town_conservation_reserve,Bardejov Town Conservation Reserve,SVK,Cultural,2000,https://whc.unesco.org/en/list/973
the_emergence_of_modern_human_behaviour_the_pleistocene_occupation_sites_of_south_africa,The Emergence of Modern Human Behaviour: The Pleistocene Occupation Sites of South Africa,ZAF,Cultural,2024,https://whc.unesco.org/en/list/1723
barberton_makhonjwa_mountains,Barberton Makhonjwa Mountains,ZAF,Natural,2018,https://whc.unesco.org/en/list/1575
the_works_of_joze_plecnik_in_ljubljana_human_centred_urban_design,The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,SVN,Cultural,2021,https://whc.unesco.org/en/list/1643
fossil_hominid_sites_of_south_africa,Fossil Hominid Sites of South Africa,ZAF,Cultural,1999,https://whc.unesco.org/en/list/915
robben_island,Robben Island,ZAF,Cultural,1999,https://whc.unesco.org/en/list/916
mapungubwe_cultural_landscape,Mapungubwe Cultural Landscape,ZAF,Cultural,2003,https://whc.unesco.org/en/list/1099
khomani_cultural_landscape,ǂKhomani Cultural Landscape,ZAF,Cultural,2017,https://whc.unesco.org/en/list/1545
cave_of_altamira_and_paleolithic_cave_art_of_northern_spain,Cave of Altamira and Paleolithic Cave Art of Northern Spain,ESP,Cultural,1985,https://whc.unesco.org/en/list/310
catalan_romanesque_churches_of_the_vall_de_boi,Catalan Romanesque Churches of the Vall de Boí,ESP,Cultural,2000,https://whc.unesco.org/en/list/988
garajonay_national_park,Garajonay National Park,ESP,Natural,1986,https://whc.unesco.org/en/list/380
historic_city_of_toledo,Historic City of Toledo,ESP,Cultural,1986,https://whc.unesco.org/en/list/379
historic_walled_town_of_cuenca,Historic Walled Town of Cuenca,ESP,Cultural,1996,https://whc.unesco.org/en/list/781
renaissance_monumental_ensembles_of_ubeda_and_baeza,Renaissance Monumental Ensembles of Úbeda and Baeza,ESP,Cultural,2003,https://whc.unesco.org/en/list/522
risco_caido_and_the_sacred_mountains_of_gran_canaria_cultural_landscape,Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,ESP,Cultural,2019,https://whc.unesco.org/en/list/1578
royal_monastery_of_santa_maria_de_guadalupe,Royal Monastery of Santa María de Guadalupe,ESP,Cultural,1993,https://whc.unesco.org/en/list/665
routes_of_santiago_de_compostela_i_camino_frances_i_and_routes_of_northern_spain,Routes of Santiago de Compostela: <i>Camino Francés</i> and Routes of Northern Spain,ESP,Cultural,1993,https://whc.unesco.org/en/list/669
teide_national_park,Teide National Park,ESP,Natural,2007,https://whc.unesco.org/en/list/1258
talayotic_menorca,Talayotic Menorca,ESP,Cultural,2023,https://whc.unesco.org/en/list/1528
santiago_de_compostela_old_town,Santiago de Compostela (Old Town),ESP,Cultural,1985,https://whc.unesco.org/en/list/347
tower_of_hercules,Tower of Hercules,ESP,Cultural,2009,https://whc.unesco.org/en/list/1312
works_of_antoni_gaudi,Works of Antoni Gaudí,ESP,Cultural,1984,https://whc.unesco.org/en/list/320
vizcaya_bridge,Vizcaya Bridge,ESP,Cultural,2006,https://whc.unesco.org/en/list/1217
ancient_city_of_sigiriya,Ancient City of Sigiriya,LKA,Cultural,1982,https://whc.unesco.org/en/list/202
sacred_city_of_anuradhapura,Sacred City of Anuradhapura,LKA,Cultural,1982,https://whc.unesco.org/en/list/200
birthplace_of_jesus_church_of_the_nativity_and_the_pilgrimage_route_bethlehem,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",PSE,Cultural,2012,https://whc.unesco.org/en/list/1433
sacred_city_of_kandy,Sacred City of Kandy,LKA,Cultural,1988,https://whc.unesco.org/en/list/450
saint_hilarion_monastery_tell_umm_amer,Saint Hilarion Monastery/ Tell Umm Amer,PSE,Cultural,2024,https://whc.unesco.org/en/list/1749
archaeological_sites_of_the_island_of_meroe,Archaeological Sites of the Island of Meroe,SDN,Cultural,2011,https://whc.unesco.org/en/list/1336
sanganeb_marine_national_park_and_dungonab_bay_mukkawar_island_marine_national_park,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,SDN,Natural,2016,https://whc.unesco.org/en/list/262
birka_and_hovgarden,Birka and Hovgården,SWE,Cultural,1993,https://whc.unesco.org/en/list/555
agricultural_landscape_of_southern_oland,Agricultural Landscape of Southern Öland,SWE,Cultural,2000,https://whc.unesco.org/en/list/968
skogskyrkogarden,Skogskyrkogården,SWE,Cultural,1994,https://whc.unesco.org/en/list/558
old_city_of_berne,Old City of Berne,CHE,Cultural,1983,https://whc.unesco.org/en/list/267
ancient_city_of_aleppo,Ancient City of Aleppo,SYR,Cultural,1986,https://whc.unesco.org/en/list/21
cultural_heritage_sites_of_ancient_khuttal,Cultural Heritage Sites of Ancient Khuttal,TJK,Cultural,2025,https://whc.unesco.org/en/list/1627
proto_urban_site_of_sarazm,Proto-urban Site of Sarazm,TJK,Cultural,2010,https://whc.unesco.org/en/list/1141
amphitheatre_of_el_jem,Amphitheatre of El Jem,TUN,Cultural,1979,https://whc.unesco.org/en/list/38
archaeological_site_of_carthage,Archaeological Site of Carthage,TUN,Cultural,1979,https://whc.unesco.org/en/list/37
djerba_testimony_to_a_settlement_pattern_in_an_island_territory,Djerba: Testimony to a settlement pattern in an island territory,TUN,Cultural,2023,https://whc.unesco.org/en/list/1640
medina_of_tunis,Medina of Tunis,TUN,Cultural,1979,https://whc.unesco.org/en/list/36
punic_town_of_kerkuane_and_its_necropolis,Punic Town of Kerkuane and its Necropolis,TUN,Cultural,1985,https://whc.unesco.org/en/list/332
great_mosque_and_hospital_of_divrigi,Great Mosque and Hospital of Divriği,TUR,Cultural,1985,https://whc.unesco.org/en/list/358
gobekli_tepe,Göbekli Tepe,TUR,Cultural,2018,https://whc.unesco.org/en/list/1572
pergamon_and_its_multi_layered_cultural_landscape,Pergamon and its Multi-Layered Cultural Landscape,TUR,Cultural,2014,https://whc.unesco.org/en/list/1457
historic_areas_of_istanbul,Historic Areas of Istanbul,TUR,Cultural,1985,https://whc.unesco.org/en/list/356
rwenzori_mountains_national_park,Rwenzori Mountains National Park,UGA,Natural,1994,https://whc.unesco.org/en/list/684
state_historical_and_cultural_park_ancient_merv,State Historical and Cultural Park “Ancient Merv”,TKM,Cultural,1999,https://whc.unesco.org/en/list/886
tombs_of_buganda_kings_at_kasubi,Tombs of Buganda Kings at Kasubi,UGA,Cultural,2001,https://whc.unesco.org/en/list/1022
bwindi_impenetrable_national_park,Bwindi Impenetrable National Park,UGA,Natural,1994,https://whc.unesco.org/en/list/682
ancient_city_of_tauric_chersonese_and_its_chora,Ancient City of Tauric Chersonese and its Chora,UKR,Cultural,2013,https://whc.unesco.org/en/list/1411
faya_palaeolandscape,Faya Palaeolandscape,ARE,Cultural,2025,https://whc.unesco.org/en/list/1735
city_of_bath,City of Bath,GBR,Cultural,1987,https://whc.unesco.org/en/list/428
derwent_valley_mills,Derwent Valley Mills,GBR,Cultural,2001,https://whc.unesco.org/en/list/1030
dorset_and_east_devon_coast,Dorset and East Devon Coast,GBR,Natural,2001,https://whc.unesco.org/en/list/1029
henderson_island,Henderson Island,GBR,Natural,1988,https://whc.unesco.org/en/list/487
stonehenge_avebury_and_associated_sites,"Stonehenge, Avebury and Associated Sites",GBR,Cultural,1986,https://whc.unesco.org/en/list/373
st_kilda,St Kilda,GBR,Mixed,1986,https://whc.unesco.org/en/list/387
the_flow_country,The Flow Country,GBR,Natural,2024,https://whc.unesco.org/en/list/1722
serengeti_national_park,Serengeti National Park,TZA,Natural,1981,https://whc.unesco.org/en/list/156
ruins_of_kilwa_kisiwani_and_ruins_of_songo_mnara,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,TZA,Cultural,1981,https://whc.unesco.org/en/list/144
chaco_culture,Chaco Culture,USA,Cultural,1987,https://whc.unesco.org/en/list/353
everglades_national_park,Everglades National Park,USA,Natural,1979,https://whc.unesco.org/en/list/76
stone_town_of_zanzibar,Stone Town of Zanzibar,TZA,Cultural,2000,https://whc.unesco.org/en/list/173
hopewell_ceremonial_earthworks,Hopewell Ceremonial Earthworks,USA,Cultural,2023,https://whc.unesco.org/en/list/1689
great_smoky_mountains_national_park,Great Smoky Mountains National Park,USA,Natural,1983,https://whc.unesco.org/en/list/259
mammoth_cave_national_park,Mammoth Cave National Park,USA,Natural,1981,https://whc.unesco.org/en/list/150
monticello_and_the_university_of_virginia_in_charlottesville,Monticello and the University of Virginia in Charlottesville,USA,Cultural,1987,https://whc.unesco.org/en/list/442
olympic_national_park,Olympic National Park,USA,Natural,1981,https://whc.unesco.org/en/list/151
taos_pueblo,Taos Pueblo,USA,Cultural,1992,https://whc.unesco.org/en/list/492
fray_bentos_industrial_landscape,Fray Bentos Industrial Landscape,URY,Cultural,2015,https://whc.unesco.org/en/list/1464
the_work_of_engineer_eladio_dieste_church_of_atlantida,The work of engineer Eladio Dieste: Church of Atlántida,URY,Cultural,2021,https://whc.unesco.org/en/list/1612
historic_quarter_of_the_city_of_colonia_del_sacramento,Historic Quarter of the City of Colonia del Sacramento,URY,Cultural,1995,https://whc.unesco.org/en/list/747
historic_centre_of_bukhara,Historic Centre of Bukhara,UZB,Cultural,1993,https://whc.unesco.org/en/list/602
canaima_national_park,Canaima National Park,VEN,Natural,1994,https://whc.unesco.org/en/list/701
chief_roi_matas_domain,Chief Roi Mata’s Domain,VUT,Cultural,2008,https://whc.unesco.org/en/list/1280
ciudad_universitaria_de_caracas,Ciudad Universitaria de Caracas,VEN,Cultural,2000,https://whc.unesco.org/en/list/986
samarkand_crossroad_of_cultures,Samarkand – Crossroad of Cultures,UZB,Cultural,2001,https://whc.unesco.org/en/list/603
citadel_of_the_ho_dynasty,Citadel of the Ho Dynasty,VNM,Cultural,2011,https://whc.unesco.org/en/list/1358
central_sector_of_the_imperial_citadel_of_thang_long_hanoi,Central Sector of the Imperial Citadel of Thang Long - Hanoi,VNM,Cultural,2010,https://whc.unesco.org/en/list/1328
ha_long_bay_cat_ba_archipelago,Ha Long Bay - Cat Ba Archipelago,VNM,Natural,1994,https://whc.unesco.org/en/list/672
my_son_sanctuary,My Son Sanctuary,VNM,Cultural,1999,https://whc.unesco.org/en/list/949
trang_an_landscape_complex,Trang An Landscape Complex,VNM,Mixed,2014,https://whc.unesco.org/en/list/1438
mosi_oa_tunya_victoria_falls,Mosi-oa-Tunya / Victoria Falls,ZMB,Natural,1989,https://whc.unesco.org/en/list/509
socotra_archipelago,Socotra Archipelago,YEM,Natural,2008,https://whc.unesco.org/en/list/1263
