site_key,name,country,category,inscription_year,unesco_url
longobards_in_italy_places_of_the_power_568_774_a_d,Longobards in Italy. Places of the Power (568-774 A.D.),ITA,Cultural,2011,https://whc.unesco.org/en/list/1318
late_baroque_towns_of_the_val_di_noto_south_eastern_sicily,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),ITA,Cultural,2002,https://whc.unesco.org/en/list/1024
medici_villas_and_gardens_in_tuscany,Medici Villas and Gardens in Tuscany,ITA,Cultural,2013,https://whc.unesco.org/en/list/175
syracuse_and_the_rocky_necropolis_of_pantalica,Syracuse and the Rocky Necropolis of Pantalica,ITA,Cultural,2005,https://whc.unesco.org/en/list/1200
residences_of_the_royal_house_of_savoy,Residences of the Royal House of Savoy,ITA,Cultural,1997,https://whc.unesco.org/en/list/823
su_nuraxi_di_barumini,Su Nuraxi di Barumini,ITA,Cultural,1997,https://whc.unesco.org/en/list/833
the_dolomites,The Dolomites,ITA,Natural,2009,https://whc.unesco.org/en/list/1237
villa_d_este_tivoli,"Villa d'Este, Tivoli",ITA,Cultural,2001,https://whc.unesco.org/en/list/1025
via_appia_em_regina_viarum_em,Via Appia. <em>Regina Viarum</em>,ITA,Cultural,2024,https://whc.unesco.org/en/list/1708
fujisan_sacred_place_and_source_of_artistic_inspiration,"Fujisan, sacred place and source of artistic inspiration",JPN,Cultural,2013,https://whc.unesco.org/en/list/1418
himeji_jo,Himeji-jo,JPN,Cultural,1993,https://whc.unesco.org/en/list/661
gusuku_sites_and_related_properties_of_the_kingdom_of_ryukyu,Gusuku Sites and Related Properties of the Kingdom of Ryukyu,JPN,Cultural,2000,https://whc.unesco.org/en/list/972
historic_monuments_of_ancient_kyoto_kyoto_uji_and_otsu_cities,"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",JPN,Cultural,1994,https://whc.unesco.org/en/list/688
iwami_ginzan_silver_mine_and_its_cultural_landscape,Iwami Ginzan Silver Mine and its Cultural Landscape,JPN,Cultural,2007,https://whc.unesco.org/en/list/1246
sites_of_japans_meiji_industrial_revolution_iron_and_steel_shipbuilding_and_coal_mining,"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",JPN,Cultural,2015,https://whc.unesco.org/en/list/1484
as_salt_the_place_of_tolerance_and_urban_hospitality,As-Salt - The Place of Tolerance and Urban Hospitality,JOR,Cultural,2021,https://whc.unesco.org/en/list/689
um_er_rasas_kastrom_mefa_a,Um er-Rasas (Kastrom Mefa'a),JOR,Cultural,2004,https://whc.unesco.org/en/list/1093
baptism_site_bethany_beyond_the_jordan_al_maghtas,Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),JOR,Cultural,2015,https://whc.unesco.org/en/list/1446
quseir_amra,Quseir Amra,JOR,Cultural,1985,https://whc.unesco.org/en/list/327
umm_al_jimal,Umm Al-Jimāl,JOR,Cultural,2024,https://whc.unesco.org/en/list/1721
wadi_rum_protected_area,Wadi Rum Protected Area,JOR,Mixed,2011,https://whc.unesco.org/en/list/1377
fort_jesus_mombasa,"Fort Jesus, Mombasa",KEN,Cultural,2011,https://whc.unesco.org/en/list/1295
kenya_lake_system_in_the_great_rift_valley,Kenya Lake System in the Great Rift Valley,KEN,Natural,2011,https://whc.unesco.org/en/list/1060
thimlich_ohinga_archaeological_site,Thimlich Ohinga Archaeological Site,KEN,Cultural,2018,https://whc.unesco.org/en/list/1450
mount_kenya_national_park_natural_forest,Mount Kenya National Park/Natural Forest,KEN,Natural,1997,https://whc.unesco.org/en/list/800
leon_cathedral,León Cathedral,NIC,Cultural,2011,https://whc.unesco.org/en/list/1236
vat_phou_and_associated_ancient_settlements_within_the_champasak_cultural_landscape,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,LAO,Cultural,2001,https://whc.unesco.org/en/list/481
historic_centre_of_riga,Historic Centre of Riga,LVA,Cultural,1997,https://whc.unesco.org/en/list/852
rachid_karami_international_fair_tripoli,Rachid Karami International Fair-Tripoli,LBN,Cultural,2023,https://whc.unesco.org/en/list/1702
old_town_of_ghadames,Old Town of Ghadamès,LBY,Cultural,1986,https://whc.unesco.org/en/list/362
modernist_kaunas_architecture_of_optimism_1919_1939,"Modernist Kaunas: Architecture of Optimism, 1919-1939",LTU,Cultural,2023,https://whc.unesco.org/en/list/1661
city_of_luxembourg_its_old_quarters_and_fortifications,City of Luxembourg: its Old Quarters and Fortifications,LUX,Cultural,1994,https://whc.unesco.org/en/list/699
royal_hill_of_ambohimanga,Royal Hill of Ambohimanga,MDG,Cultural,2001,https://whc.unesco.org/en/list/950
rainforests_of_the_atsinanana,Rainforests of the Atsinanana,MDG,Natural,2007,https://whc.unesco.org/en/list/1257
gunung_mulu_national_park,Gunung Mulu National Park,MYS,Natural,2000,https://whc.unesco.org/en/list/1013
the_archaeological_heritage_of_niah_national_parks_caves_complex,The Archaeological Heritage of Niah National Park’s Caves Complex,MYS,Cultural,2024,https://whc.unesco.org/en/list/1014
timbuktu,Timbuktu,MLI,Cultural,1988,https://whc.unesco.org/en/list/119
ancient_i_ksour_i_of_ouadane_chinguetti_tichitt_and_oualata,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata",MRT,Cultural,1996,https://whc.unesco.org/en/list/750
le_morne_cultural_landscape,Le Morne Cultural Landscape,MUS,Cultural,2008,https://whc.unesco.org/en/list/1259
franciscan_missions_in_the_sierra_gorda_of_queretaro,Franciscan Missions in the Sierra Gorda of Querétaro,MEX,Cultural,2003,https://whc.unesco.org/en/list/1079
central_university_city_campus_of_the_i_universidad_nacional_autonoma_de_mexico_i_unam,Central University City Campus of the <i>Universidad Nacional Autónoma de México</i> (UNAM),MEX,Cultural,2007,https://whc.unesco.org/en/list/1250
el_tajin_pre_hispanic_city,"El Tajin, Pre-Hispanic City",MEX,Cultural,1992,https://whc.unesco.org/en/list/631
earliest_16th_century_monasteries_on_the_slopes_of_popocatepetl,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,MEX,Cultural,1994,https://whc.unesco.org/en/list/702
historic_centre_of_oaxaca_and_archaeological_site_of_monte_alban,Historic Centre of Oaxaca and Archaeological Site of Monte Albán,MEX,Cultural,1987,https://whc.unesco.org/en/list/415
hospicio_cabanas_guadalajara,"Hospicio Cabañas, Guadalajara",MEX,Cultural,1997,https://whc.unesco.org/en/list/815
historic_monuments_zone_of_queretaro,Historic Monuments Zone of Querétaro,MEX,Cultural,1996,https://whc.unesco.org/en/list/792
luis_barragan_house_and_studio,Luis Barragán House and Studio,MEX,Cultural,2004,https://whc.unesco.org/en/list/1136
monarch_butterfly_biosphere_reserve,Monarch Butterfly Biosphere Reserve,MEX,Natural,2008,https://whc.unesco.org/en/list/1290
rock_paintings_of_the_sierra_de_san_francisco,Rock Paintings of the Sierra de San Francisco,MEX,Cultural,1993,https://whc.unesco.org/en/list/714
paseo_del_prado_and_buen_retiro_a_landscape_of_arts_and_sciences,"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences",ESP,Cultural,2021,https://whc.unesco.org/en/list/1618
pre_hispanic_city_of_teotihuacan,Pre-Hispanic City of Teotihuacan,MEX,Cultural,1987,https://whc.unesco.org/en/list/414
prehistoric_caves_of_yagul_and_mitla_in_the_central_valley_of_oaxaca,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,MEX,Cultural,2010,https://whc.unesco.org/en/list/1352
nan_madol_ceremonial_centre_of_eastern_micronesia,Nan Madol: Ceremonial Centre of Eastern Micronesia,FSM,Cultural,2016,https://whc.unesco.org/en/list/1503
tehuacan_cuicatlan_valley_originary_habitat_of_mesoamerica,Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,MEX,Mixed,2018,https://whc.unesco.org/en/list/1534
sian_ka_an,Sian Ka'an,MEX,Natural,1987,https://whc.unesco.org/en/list/410
great_burkhan_khaldun_mountain_and_its_surrounding_sacred_landscape,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,MNG,Cultural,2015,https://whc.unesco.org/en/list/1440
durmitor_national_park,Durmitor National Park,MNE,Natural,1980,https://whc.unesco.org/en/list/100
medina_of_fez,Medina of Fez,MAR,Cultural,1981,https://whc.unesco.org/en/list/170
medina_of_essaouira_formerly_mogador,Medina of Essaouira (formerly Mogador),MAR,Cultural,2001,https://whc.unesco.org/en/list/753
isimangaliso_wetland_park_maputo_national_park,iSimangaliso Wetland Park – Maputo National Park,MOZ,Natural,1999,https://whc.unesco.org/en/list/914
bagan,Bagan,MMR,Cultural,2019,https://whc.unesco.org/en/list/1588
island_of_mozambique,Island of Mozambique,MOZ,Cultural,1991,https://whc.unesco.org/en/list/599
rabat_modern_capital_and_historic_city_a_shared_heritage,"Rabat, Modern Capital and Historic City: a Shared Heritage",MAR,Cultural,2012,https://whc.unesco.org/en/list/1401
pyu_ancient_cities,Pyu Ancient Cities,MMR,Cultural,2014,https://whc.unesco.org/en/list/1444
dutch_water_defence_lines,Dutch Water Defence Lines,NLD,Cultural,1996,https://whc.unesco.org/en/list/759
kathmandu_valley,Kathmandu Valley,NPL,Cultural,1979,https://whc.unesco.org/en/list/121
lumbini_the_birthplace_of_the_lord_buddha,"Lumbini, the Birthplace of the Lord Buddha",NPL,Cultural,1997,https://whc.unesco.org/en/list/666
sagarmatha_national_park,Sagarmatha National Park,NPL,Natural,1979,https://whc.unesco.org/en/list/120
droogmakerij_de_beemster_beemster_polder,Droogmakerij de Beemster (Beemster Polder),NLD,Cultural,1999,https://whc.unesco.org/en/list/899
mill_network_at_kinderdijk_elshout,Mill Network at Kinderdijk-Elshout,NLD,Cultural,1997,https://whc.unesco.org/en/list/818
rietveld_schroderhuis_rietveld_schroder_house,Rietveld Schröderhuis (Rietveld Schröder House),NLD,Cultural,2000,https://whc.unesco.org/en/list/965
historic_area_of_willemstad_inner_city_and_harbour_curacao,"Historic Area of Willemstad, Inner City and Harbour, Curaçao",NLD,Cultural,1997,https://whc.unesco.org/en/list/819
ir_d_f_woudagemaal_d_f_wouda_steam_pumping_station,Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),NLD,Cultural,1998,https://whc.unesco.org/en/list/867
tongariro_national_park,Tongariro National Park,NZL,Mixed,1990,https://whc.unesco.org/en/list/421
seventeenth_century_canal_ring_area_of_amsterdam_inside_the_singelgracht,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,NLD,Cultural,2010,https://whc.unesco.org/en/list/1349
air_and_tenere_natural_reserves,Air and Ténéré Natural Reserves,NER,Natural,1991,https://whc.unesco.org/en/list/573
osun_osogbo_sacred_grove,Osun-Osogbo Sacred Grove,NGA,Cultural,2005,https://whc.unesco.org/en/list/1118
historic_centre_of_agadez,Historic Centre of Agadez,NER,Cultural,2013,https://whc.unesco.org/en/list/1268
i_aflaj_i_irrigation_systems_of_oman,<i>Aflaj</i> Irrigation Systems of Oman,OMN,Cultural,2006,https://whc.unesco.org/en/list/1207
archaeological_sites_of_bat_al_khutm_and_al_ayn,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",OMN,Cultural,1988,https://whc.unesco.org/en/list/434
archaeological_ruins_at_moenjodaro,Archaeological Ruins at Moenjodaro,PAK,Cultural,1980,https://whc.unesco.org/en/list/138
rock_islands_southern_lagoon,Rock Islands Southern Lagoon,PLW,Mixed,2012,https://whc.unesco.org/en/list/1386
kuk_early_agricultural_site,Kuk Early Agricultural Site,PNG,Cultural,2008,https://whc.unesco.org/en/list/887
city_of_cuzco,City of Cuzco,PER,Cultural,1983,https://whc.unesco.org/en/list/273
lines_and_geoglyphs_of_nasca_and_palpa,Lines and Geoglyphs of Nasca and Palpa,PER,Cultural,1994,https://whc.unesco.org/en/list/700
historic_sanctuary_of_machu_picchu,Historic Sanctuary of Machu Picchu,PER,Mixed,1983,https://whc.unesco.org/en/list/274
historic_centre_of_lima,Historic Centre of Lima,PER,Cultural,1988,https://whc.unesco.org/en/list/500
historical_centre_of_the_city_of_arequipa,Historical Centre of the City of Arequipa,PER,Cultural,2000,https://whc.unesco.org/en/list/1016
sacred_city_of_caral_supe,Sacred City of Caral-Supe,PER,Cultural,2009,https://whc.unesco.org/en/list/1269
auschwitz_birkenau_br_small_german_nazi_concentration_and_extermination_camp_1940_1945_small,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,POL,Cultural,1979,https://whc.unesco.org/en/list/31
tubbataha_reefs_natural_park,Tubbataha Reefs Natural Park,PHL,Natural,1993,https://whc.unesco.org/en/list/653
old_city_of_zamosc,Old City of Zamość,POL,Cultural,1992,https://whc.unesco.org/en/list/564
convent_of_christ_in_tomar,Convent of Christ in Tomar,PRT,Cultural,1983,https://whc.unesco.org/en/list/265
monastery_of_alcobaca,Monastery of Alcobaça,PRT,Cultural,1989,https://whc.unesco.org/en/list/505
historic_centre_of_oporto_luiz_i_bridge_and_monastery_of_serra_do_pilar,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar",PRT,Cultural,1996,https://whc.unesco.org/en/list/755
monastery_of_the_hieronymites_and_tower_of_belem_in_lisbon,Monastery of the Hieronymites and Tower of Belém in Lisbon,PRT,Cultural,1983,https://whc.unesco.org/en/list/263
royal_building_of_i_mafra_i_palace_basilica_convent_i_cerco_i_garden_and_hunting_park_i_tapada_i,"Royal Building of <i>Mafra</i> – Palace, Basilica, Convent, <i>Cerco</i> Garden and Hunting Park (<i>Tapada</i>)",PRT,Cultural,2019,https://whc.unesco.org/en/list/1573
gaya_tumuli,Gaya Tumuli,KOR,Cultural,2023,https://whc.unesco.org/en/list/1666
baekje_historic_areas,Baekje Historic Areas,KOR,Cultural,2015,https://whc.unesco.org/en/list/1477
getbol_korean_tidal_flats,"Getbol, Korean Tidal Flats",KOR,Natural,2021,https://whc.unesco.org/en/list/1591
changdeokgung_palace_complex,Changdeokgung Palace Complex,KOR,Cultural,1997,https://whc.unesco.org/en/list/816
hwaseong_fortress,Hwaseong Fortress,KOR,Cultural,1997,https://whc.unesco.org/en/list/817
royal_tombs_of_the_joseon_dynasty,Royal Tombs of the Joseon Dynasty,KOR,Cultural,2009,https://whc.unesco.org/en/list/1319
jongmyo_shrine,Jongmyo Shrine,KOR,Cultural,1995,https://whc.unesco.org/en/list/738
sansa_buddhist_mountain_monasteries_in_korea,"Sansa, Buddhist Mountain Monasteries in Korea",KOR,Cultural,2018,https://whc.unesco.org/en/list/1562
brancusi_monumental_ensemble_of_targu_jiu,Brâncuși Monumental Ensemble of Târgu Jiu,ROU,Cultural,2024,https://whc.unesco.org/en/list/1473
historic_centre_of_sighisoara,Historic Centre of Sighişoara,ROU,Cultural,1999,https://whc.unesco.org/en/list/902
assumption_cathedral_and_monastery_of_the_town_island_of_sviyazhsk,Assumption Cathedral and Monastery of the town-island of Sviyazhsk,RUS,Cultural,2017,https://whc.unesco.org/en/list/1525
wooden_churches_of_maramures,Wooden Churches of Maramureş,ROU,Cultural,1999,https://whc.unesco.org/en/list/904
villages_with_fortified_churches_in_transylvania,Villages with Fortified Churches in Transylvania,ROU,Cultural,1993,https://whc.unesco.org/en/list/596
architectural_ensemble_of_the_trinity_sergius_lavra_in_sergiev_posad,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,RUS,Cultural,1993,https://whc.unesco.org/en/list/657
cultural_landscape_of_kenozero_lake,Cultural Landscape of Kenozero Lake,RUS,Cultural,2024,https://whc.unesco.org/en/list/1688
ensemble_of_the_ferapontov_monastery,Ensemble of the Ferapontov Monastery,RUS,Cultural,2000,https://whc.unesco.org/en/list/982
kizhi_pogost,Kizhi Pogost,RUS,Cultural,1990,https://whc.unesco.org/en/list/544
nyungwe_national_park,Nyungwe National Park,RWA,Natural,2023,https://whc.unesco.org/en/list/1697
western_caucasus,Western Caucasus,RUS,Natural,1999,https://whc.unesco.org/en/list/900
memorial_sites_of_the_genocide_nyamata_murambi_gisozi_and_bisesero,"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",RWA,Cultural,2023,https://whc.unesco.org/en/list/1586
pitons_management_area,Pitons Management Area,LCA,Natural,2004,https://whc.unesco.org/en/list/1161
at_turaif_district_in_ad_dir_iyah,At-Turaif District in ad-Dir'iyah,SAU,Cultural,2010,https://whc.unesco.org/en/list/1329
the_cultural_landscape_of_al_faw_archaeological_area,The Cultural Landscape of Al-Faw Archaeological Area,SAU,Cultural,2024,https://whc.unesco.org/en/list/1712
hegra_archaeological_site_al_hijr_mada_in_salih,Hegra Archaeological Site (al-Hijr / Madā ͐ in Ṣāliḥ),SAU,Cultural,2008,https://whc.unesco.org/en/list/1293
hima_cultural_area,Ḥimā Cultural Area,SAU,Cultural,2021,https://whc.unesco.org/en/list/1619
historic_jeddah_the_gate_to_makkah,"Historic Jeddah, the Gate to Makkah",SAU,Cultural,2014,https://whc.unesco.org/en/list/1361
djoudj_national_bird_sanctuary,Djoudj National Bird Sanctuary,SEN,Natural,1981,https://whc.unesco.org/en/list/25
niokolo_koba_national_park,Niokolo-Koba National Park,SEN,Natural,1981,https://whc.unesco.org/en/list/153
island_of_goree,Island of Gorée,SEN,Cultural,1978,https://whc.unesco.org/en/list/26
studenica_monastery,Studenica Monastery,SRB,Cultural,1986,https://whc.unesco.org/en/list/389
saloum_delta,Saloum Delta,SEN,Cultural,2011,https://whc.unesco.org/en/list/1359
heritage_of_mercury_almaden_and_idrija,Heritage of Mercury. Almadén and Idrija,ESP,Cultural,2012,https://whc.unesco.org/en/list/1313
historic_town_of_banska_stiavnica_and_the_technical_monuments_in_its_vicinity,Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,SVK,Cultural,1993,https://whc.unesco.org/en/list/618
skocjan_caves,Škocjan Caves,SVN,Natural,1986,https://whc.unesco.org/en/list/390
vredefort_dome,Vredefort Dome,ZAF,Natural,2005,https://whc.unesco.org/en/list/1162
alhambra_generalife_and_albayzin_granada,"Alhambra, Generalife and Albayzín, Granada",ESP,Cultural,1984,https://whc.unesco.org/en/list/314
burgos_cathedral,Burgos Cathedral,ESP,Cultural,1984,https://whc.unesco.org/en/list/316
caliphate_city_of_medina_azahara,Caliphate City of Medina Azahara,ESP,Cultural,2018,https://whc.unesco.org/en/list/1560
cathedral_alcazar_and_archivo_de_indias_in_seville,"Cathedral, Alcázar and Archivo de Indias in Seville",ESP,Cultural,1987,https://whc.unesco.org/en/list/383
donana_national_park,Doñana National Park,ESP,Natural,1994,https://whc.unesco.org/en/list/685
historic_centre_of_cordoba,Historic Centre of Cordoba,ESP,Cultural,1984,https://whc.unesco.org/en/list/313
la_lonja_de_la_seda_de_valencia,La Lonja de la Seda de Valencia,ESP,Cultural,1996,https://whc.unesco.org/en/list/782
monastery_and_site_of_the_escurial_madrid,"Monastery and Site of the Escurial, Madrid",ESP,Cultural,1984,https://whc.unesco.org/en/list/318
monuments_of_oviedo_and_the_kingdom_of_the_asturias,Monuments of Oviedo and the Kingdom of the Asturias,ESP,Cultural,1985,https://whc.unesco.org/en/list/312
old_town_of_segovia_and_its_aqueduct,Old Town of Segovia and its Aqueduct,ESP,Cultural,1985,https://whc.unesco.org/en/list/311
palmeral_of_elche,Palmeral of Elche,ESP,Cultural,2000,https://whc.unesco.org/en/list/930
poblet_monastery,Poblet Monastery,ESP,Cultural,1991,https://whc.unesco.org/en/list/518
roman_walls_of_lugo,Roman Walls of Lugo,ESP,Cultural,2000,https://whc.unesco.org/en/list/987
rock_art_of_the_mediterranean_basin_on_the_iberian_peninsula,Rock Art of the Mediterranean Basin on the Iberian Peninsula,ESP,Cultural,1998,https://whc.unesco.org/en/list/874
san_millan_yuso_and_suso_monasteries,San Millán Yuso and Suso Monasteries,ESP,Cultural,1997,https://whc.unesco.org/en/list/805
old_town_of_galle_and_its_fortifications,Old Town of Galle and its Fortifications,LKA,Cultural,1988,https://whc.unesco.org/en/list/451
sinharaja_forest_reserve,Sinharaja Forest Reserve,LKA,Natural,1988,https://whc.unesco.org/en/list/405
ancient_jericho_tell_es_sultan,Ancient Jericho/Tell es-Sultan,PSE,Cultural,2023,https://whc.unesco.org/en/list/1687
gebel_barkal_and_the_sites_of_the_napatan_region,Gebel Barkal and the Sites of the Napatan Region,SDN,Cultural,2003,https://whc.unesco.org/en/list/1073
historic_inner_city_of_paramaribo,Historic Inner City of Paramaribo,SUR,Cultural,2002,https://whc.unesco.org/en/list/940
central_suriname_nature_reserve,Central Suriname Nature Reserve,SUR,Natural,2000,https://whc.unesco.org/en/list/1017
engelsberg_ironworks,Engelsberg Ironworks,SWE,Cultural,1993,https://whc.unesco.org/en/list/556
hanseatic_town_of_visby,Hanseatic Town of Visby,SWE,Cultural,1995,https://whc.unesco.org/en/list/731
mining_area_of_the_great_copper_mountain_in_falun,Mining Area of the Great Copper Mountain in Falun,SWE,Cultural,2001,https://whc.unesco.org/en/list/1027
rock_carvings_in_tanum,Rock Carvings in Tanum,SWE,Cultural,1994,https://whc.unesco.org/en/list/557
laponian_area,Laponian Area,SWE,Mixed,1996,https://whc.unesco.org/en/list/774
la_chaux_de_fonds_le_locle_watchmaking_town_planning,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning",CHE,Cultural,2009,https://whc.unesco.org/en/list/1302
benedictine_convent_of_st_john_at_mustair,Benedictine Convent of St John at Müstair,CHE,Cultural,1983,https://whc.unesco.org/en/list/269
ancient_villages_of_northern_syria,Ancient Villages of Northern Syria,SYR,Cultural,2011,https://whc.unesco.org/en/list/1348
ancient_city_of_bosra,Ancient City of Bosra,SYR,Cultural,1980,https://whc.unesco.org/en/list/22
tajik_national_park_mountains_of_the_pamirs,Tajik National Park (Mountains of the Pamirs),TJK,Natural,2013,https://whc.unesco.org/en/list/1252
tugay_forests_of_the_tigrovaya_balka_nature_reserve,Tugay forests of the Tigrovaya Balka Nature Reserve,TJK,Natural,2023,https://whc.unesco.org/en/list/1685
ban_chiang_archaeological_site,Ban Chiang Archaeological Site,THA,Cultural,1992,https://whc.unesco.org/en/list/575
dong_phayayen_khao_yai_forest_complex,Dong Phayayen-Khao Yai Forest Complex,THA,Natural,2005,https://whc.unesco.org/en/list/590
historic_town_of_sukhothai_and_associated_historic_towns,Historic Town of Sukhothai and Associated Historic Towns,THA,Cultural,1991,https://whc.unesco.org/en/list/574
historic_city_of_ayutthaya,Historic City of Ayutthaya,THA,Cultural,1991,https://whc.unesco.org/en/list/576
the_ancient_town_of_si_thep_and_its_associated_dvaravati_monuments,The Ancient Town of Si Thep and its Associated Dvaravati Monuments,THA,Cultural,2023,https://whc.unesco.org/en/list/1662
dougga_thugga,Dougga / Thugga,TUN,Cultural,1997,https://whc.unesco.org/en/list/794
kairouan,Kairouan,TUN,Cultural,1988,https://whc.unesco.org/en/list/499
archaeological_site_of_troy,Archaeological Site of Troy,TUR,Cultural,1998,https://whc.unesco.org/en/list/849
arslantepe_mound,Arslantepe Mound,TUR,Cultural,2021,https://whc.unesco.org/en/list/1622
diyarbakir_fortress_and_hevsel_gardens_cultural_landscape,Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,TUR,Cultural,2015,https://whc.unesco.org/en/list/1488
city_of_safranbolu,City of Safranbolu,TUR,Cultural,1994,https://whc.unesco.org/en/list/614
hattusha_the_hittite_capital,Hattusha: the Hittite Capital,TUR,Cultural,1986,https://whc.unesco.org/en/list/377
nemrut_dag,Nemrut Dağ,TUR,Cultural,1987,https://whc.unesco.org/en/list/448
hierapolis_pamukkale,Hierapolis-Pamukkale,TUR,Mixed,1988,https://whc.unesco.org/en/list/485
neolithic_site_of_catalhoyuk,Neolithic Site of Çatalhöyük,TUR,Cultural,2012,https://whc.unesco.org/en/list/1405
wooden_hypostyle_mosques_of_medieval_anatolia,Wooden Hypostyle Mosques of Medieval Anatolia,TUR,Cultural,2023,https://whc.unesco.org/en/list/1694
selimiye_mosque_and_its_social_complex,Selimiye Mosque and its Social Complex,TUR,Cultural,2011,https://whc.unesco.org/en/list/1366
kunya_urgench,Kunya-Urgench,TKM,Cultural,2005,https://whc.unesco.org/en/list/1199
parthian_fortresses_of_nisa,Parthian Fortresses of Nisa,TKM,Cultural,2007,https://whc.unesco.org/en/list/1242
blaenavon_industrial_landscape,Blaenavon Industrial Landscape,GBR,Cultural,2000,https://whc.unesco.org/en/list/984
canterbury_cathedral_st_augustine_s_abbey_and_st_martin_s_church,"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",GBR,Cultural,1988,https://whc.unesco.org/en/list/496
giant_s_causeway_and_causeway_coast,Giant's Causeway and Causeway Coast,GBR,Natural,1986,https://whc.unesco.org/en/list/369
heart_of_neolithic_orkney,Heart of Neolithic Orkney,GBR,Cultural,1999,https://whc.unesco.org/en/list/514
durham_castle_and_cathedral,Durham Castle and Cathedral,GBR,Cultural,1986,https://whc.unesco.org/en/list/370
gorham_s_cave_complex,Gorham's Cave Complex,GBR,Cultural,2016,https://whc.unesco.org/en/list/1500
jodrell_bank_observatory,Jodrell Bank Observatory,GBR,Cultural,2019,https://whc.unesco.org/en/list/1594
new_lanark,New Lanark,GBR,Cultural,2001,https://whc.unesco.org/en/list/429
old_and_new_towns_of_edinburgh,Old and New Towns of Edinburgh,GBR,Cultural,1995,https://whc.unesco.org/en/list/728
palace_of_westminster_and_westminster_abbey_including_saint_margarets_church,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,GBR,Cultural,1987,https://whc.unesco.org/en/list/426
saltaire,Saltaire,GBR,Cultural,2001,https://whc.unesco.org/en/list/1028
the_slate_landscape_of_northwest_wales,The Slate Landscape of Northwest Wales,GBR,Cultural,2021,https://whc.unesco.org/en/list/1633
kilimanjaro_national_park,Kilimanjaro National Park,TZA,Natural,1987,https://whc.unesco.org/en/list/403
the_20th_century_architecture_of_frank_lloyd_wright,The 20th-Century Architecture of Frank Lloyd Wright,USA,Cultural,2019,https://whc.unesco.org/en/list/1496
the_forth_bridge,The Forth Bridge,GBR,Cultural,2015,https://whc.unesco.org/en/list/1485
tower_of_london,Tower of London,GBR,Cultural,1988,https://whc.unesco.org/en/list/488
kondoa_rock_art_sites,Kondoa Rock-Art Sites,TZA,Cultural,2006,https://whc.unesco.org/en/list/1183
cahokia_mounds_state_historic_site,Cahokia Mounds State Historic Site,USA,Cultural,1982,https://whc.unesco.org/en/list/198
independence_hall,Independence Hall,USA,Cultural,1979,https://whc.unesco.org/en/list/78
monumental_earthworks_of_poverty_point,Monumental Earthworks of Poverty Point,USA,Cultural,2014,https://whc.unesco.org/en/list/1435
san_antonio_missions,San Antonio Missions,USA,Cultural,2015,https://whc.unesco.org/en/list/1466
historic_centre_of_shakhrisyabz,Historic Centre of Shakhrisyabz,UZB,Cultural,2000,https://whc.unesco.org/en/list/885
complex_of_hue_monuments,Complex of Hué Monuments,VNM,Cultural,1993,https://whc.unesco.org/en/list/678
yen_tu_vinh_nghiem_con_son_kiep_bac_complex_of_monuments_and_landscapes,"Yen Tu-Vinh Nghiem-Con Son, Kiep Bac Complex of Monuments and Landscapes",VNM,Cultural,2025,https://whc.unesco.org/en/list/1732
landmarks_of_the_ancient_kingdom_of_saba_marib,"Landmarks of the Ancient Kingdom of Saba, Marib",YEM,Cultural,2023,https://whc.unesco.org/en/list/1700
old_walled_city_of_shibam,Old Walled City of Shibam,YEM,Cultural,1982,https://whc.unesco.org/en/list/192
historic_centres_of_berat_and_gjirokastra,Historic Centres of Berat and Gjirokastra,ALB,Cultural,2005,https://whc.unesco.org/en/list/569
cultural_landscape_and_archaeological_remains_of_the_bamiyan_valley,Cultural Landscape and Archaeological Remains of the Bamiyan Valley,AFG,Cultural,2003,https://whc.unesco.org/en/list/208
minaret_and_archaeological_remains_of_jam,Minaret and Archaeological Remains of Jam,AFG,Cultural,2002,https://whc.unesco.org/en/list/211
